SAMPLE_NAME,POPULATION,SUPER,fatherID,motherID,sex
HG03558,MSL,AFR,0,0,2
HG03567,MSL,AFR,0,0,2
HG02938,ESN,AFR,0,0,1
HG02941,ESN,AFR,0,0,1
HG02968,ESN,AFR,0,0,1
HG02979,ESN,AFR,0,0,2
HG02981,ESN,AFR,0,0,1
HG03103,ESN,AFR,0,0,1
HG03105,ESN,AFR,0,0,2
HG03111,ESN,AFR,0,0,2
HG01512,IBS,EUR,0,0,1
HG01513,IBS,EUR,0,0,2
HG01515,IBS,EUR,0,0,1
HG01516,IBS,EUR,0,0,2
HG01518,IBS,EUR,0,0,1
HG01519,IBS,EUR,0,0,2
HG01521,IBS,EUR,0,0,1
HG01522,IBS,EUR,0,0,2
HG01524,IBS,EUR,0,0,1
HG01525,IBS,EUR,0,0,2
HG01527,IBS,EUR,0,0,1
HG01528,IBS,EUR,0,0,2
HG01530,IBS,EUR,0,0,1
HG01531,IBS,EUR,0,0,2
HG01536,IBS,EUR,0,0,1
HG01537,IBS,EUR,0,0,2
HG01550,CLM,AMR,0,0,1
HG01551,CLM,AMR,0,0,2
HG01602,IBS,EUR,0,0,2
HG01603,IBS,EUR,0,0,1
HG01605,IBS,EUR,0,0,2
HG01606,IBS,EUR,0,0,1
HG02385,CDX,EAS,0,0,1
HG02386,CDX,EAS,0,0,1
HG02389,CDX,EAS,0,0,1
HG02390,CDX,EAS,0,0,1
HG02391,CDX,EAS,0,0,1
HG02392,CDX,EAS,0,0,1
HG02395,CDX,EAS,0,0,1
HG02398,CDX,EAS,0,0,1
HG02399,CDX,EAS,0,0,1
HG02401,CDX,EAS,0,0,1
HG02402,CDX,EAS,0,0,1
HG02406,CDX,EAS,0,0,1
HG02407,CDX,EAS,0,0,1
HG02409,CDX,EAS,0,0,1
HG02233,IBS,EUR,0,0,1
HG02232,IBS,EUR,0,0,2
HG01879,ACB,AFR,0,0,1
HG01880,ACB,AFR,0,0,2
HG02013,ACB,AFR,0,0,1
HG01896,ACB,AFR,0,0,2
HG01985,ACB,AFR,0,0,2
HG01988,ACB,AFR,0,0,1
HG03235,PJL,SAS,0,0,2
HG03488,PJL,SAS,0,0,2
HG03490,PJL,SAS,0,0,1
HG03491,PJL,SAS,0,0,2
HG03619,PJL,SAS,0,0,2
HG03634,PJL,SAS,0,0,2
HG03667,PJL,SAS,0,0,1
HG03668,PJL,SAS,0,0,2
HG03015,PJL,SAS,0,0,1
HG03016,PJL,SAS,0,0,2
HG03702,PJL,SAS,0,0,1
HG03703,PJL,SAS,0,0,2
HG03708,PJL,SAS,0,0,1
HG03709,PJL,SAS,0,0,2
HG03006,BEB,SAS,0,0,1
HG03007,BEB,SAS,0,0,2
HG03615,BEB,SAS,0,0,1
HG03616,BEB,SAS,0,0,2
HG03793,BEB,SAS,0,0,2
HG03796,BEB,SAS,0,0,2
HG03800,BEB,SAS,0,0,1
HG03803,BEB,SAS,0,0,1
HG03112,ESN,AFR,0,0,1
HG03126,ESN,AFR,0,0,2
HG03127,ESN,AFR,0,0,1
HG03139,ESN,AFR,0,0,1
HG03157,ESN,AFR,0,0,1
HG03166,ESN,AFR,0,0,1
HG03175,ESN,AFR,0,0,1
HG03189,ESN,AFR,0,0,2
HG03190,ESN,AFR,0,0,1
HG03193,ESN,AFR,0,0,1
HG03202,ESN,AFR,0,0,1
HG03265,ESN,AFR,0,0,1
HG03297,ESN,AFR,0,0,2
HG03298,ESN,AFR,0,0,1
HG03303,ESN,AFR,0,0,2
HG03304,ESN,AFR,0,0,1
HG03311,ESN,AFR,0,0,1
HG03313,ESN,AFR,0,0,1
HG03351,ESN,AFR,0,0,2
HG03352,ESN,AFR,0,0,1
HG03354,ESN,AFR,0,0,2
HG03363,ESN,AFR,0,0,2
HG01607,IBS,EUR,0,0,2
HG01608,IBS,EUR,0,0,1
HG01610,IBS,EUR,0,0,1
HG01612,IBS,EUR,0,0,2
HG01613,IBS,EUR,0,0,2
HG01615,IBS,EUR,0,0,1
HG01617,IBS,EUR,0,0,1
HG01618,IBS,EUR,0,0,2
HG01619,IBS,EUR,0,0,1
HG01620,IBS,EUR,0,0,2
HG01623,IBS,EUR,0,0,2
HG01624,IBS,EUR,0,0,1
HG01625,IBS,EUR,0,0,1
HG01626,IBS,EUR,0,0,2
HG01628,IBS,EUR,0,0,2
HG01630,IBS,EUR,0,0,1
HG01631,IBS,EUR,0,0,1
HG01632,IBS,EUR,0,0,2
HG01668,IBS,EUR,0,0,2
HG01669,IBS,EUR,0,0,1
HG01670,IBS,EUR,0,0,2
HG01672,IBS,EUR,0,0,1
HG01989,ACB,AFR,0,0,2
HG02051,ACB,AFR,0,0,1
HG02052,ACB,AFR,0,0,2
HG02095,ACB,AFR,0,0,2
HG02332,ACB,AFR,0,0,1
HG02107,ACB,AFR,0,0,1
HG02108,ACB,AFR,0,0,2
HG02111,ACB,AFR,0,0,2
HG02143,ACB,AFR,0,0,1
HG02144,ACB,AFR,0,0,2
HG02307,ACB,AFR,0,0,1
HG02308,ACB,AFR,0,0,2
HG02283,ACB,AFR,0,0,1
HG02309,ACB,AFR,0,0,2
HG02284,ACB,AFR,0,0,1
HG02322,ACB,AFR,0,0,2
HG02323,ACB,AFR,0,0,1
HG02325,ACB,AFR,0,0,2
HG02337,ACB,AFR,0,0,2
HG02334,ACB,AFR,0,0,1
HG02330,ACB,AFR,0,0,1
HG02339,ACB,AFR,0,0,2
HG03802,BEB,SAS,0,0,2
HG03815,BEB,SAS,0,0,1
HG03814,BEB,SAS,0,0,2
HG03824,BEB,SAS,0,0,1
HG03823,BEB,SAS,0,0,2
HG03826,BEB,SAS,0,0,2
HG03830,BEB,SAS,0,0,1
HG03829,BEB,SAS,0,0,2
HG03833,BEB,SAS,0,0,1
HG03832,BEB,SAS,0,0,2
HG03914,BEB,SAS,0,0,1
HG03913,BEB,SAS,0,0,2
HG03941,BEB,SAS,0,0,1
HG03940,BEB,SAS,0,0,2
HG04155,BEB,SAS,0,0,1
HG04156,BEB,SAS,0,0,2
HG03644,STU,SAS,0,0,1
HG03643,STU,SAS,0,0,2
HG03679,STU,SAS,0,0,1
HG03642,STU,SAS,0,0,2
HG03673,STU,SAS,0,0,2
HG03684,STU,SAS,0,0,2
HG03372,ESN,AFR,0,0,2
HG03499,ESN,AFR,0,0,2
HG03511,ESN,AFR,0,0,2
HG03517,ESN,AFR,0,0,2
HG03518,ESN,AFR,0,0,1
HG03520,ESN,AFR,0,0,2
HG03521,ESN,AFR,0,0,1
HG02493,PJL,SAS,0,0,1
HG02494,PJL,SAS,0,0,2
HG02648,PJL,SAS,0,0,1
HG02649,PJL,SAS,0,0,2
HG02651,PJL,SAS,0,0,1
HG02652,PJL,SAS,0,0,2
HG02681,PJL,SAS,0,0,1
HG02682,PJL,SAS,0,0,2
HG02690,PJL,SAS,0,0,1
HG02691,PJL,SAS,0,0,2
HG02699,PJL,SAS,0,0,1
HG02700,PJL,SAS,0,0,2
HG02736,PJL,SAS,0,0,1
HG02737,PJL,SAS,0,0,2
HG02774,PJL,SAS,0,0,1
HG01673,IBS,EUR,0,0,2
HG01675,IBS,EUR,0,0,1
HG01676,IBS,EUR,0,0,2
HG01678,IBS,EUR,0,0,1
HG01679,IBS,EUR,0,0,2
HG01680,IBS,EUR,0,0,1
HG01682,IBS,EUR,0,0,1
HG01684,IBS,EUR,0,0,2
HG01685,IBS,EUR,0,0,2
HG01686,IBS,EUR,0,0,1
HG01700,IBS,EUR,0,0,1
HG01702,IBS,EUR,0,0,2
HG01704,IBS,EUR,0,0,2
HG01705,IBS,EUR,0,0,1
HG01707,IBS,EUR,0,0,2
HG01708,IBS,EUR,0,0,1
HG01565,PEL,AMR,0,0,1
HG01566,PEL,AMR,0,0,2
HG01571,PEL,AMR,0,0,1
HG01572,PEL,AMR,0,0,2
HG01577,PEL,AMR,0,0,1
HG01578,PEL,AMR,0,0,2
HG02343,ACB,AFR,0,0,1
HG02419,ACB,AFR,0,0,2
HG02420,ACB,AFR,0,0,1
HG02427,ACB,AFR,0,0,2
HG02429,ACB,AFR,0,0,1
HG02433,ACB,AFR,0,0,1
HG02442,ACB,AFR,0,0,1
HG02445,ACB,AFR,0,0,1
HG02489,ACB,AFR,0,0,1
HG02449,ACB,AFR,0,0,1
HG02450,ACB,AFR,0,0,2
HG02470,ACB,AFR,0,0,1
HG02471,ACB,AFR,0,0,2
HG02479,ACB,AFR,0,0,2
HG02484,ACB,AFR,0,0,1
HG02485,ACB,AFR,0,0,2
HG02511,ACB,AFR,0,0,2
HG02496,ACB,AFR,0,0,1
HG02497,ACB,AFR,0,0,2
HG02508,ACB,AFR,0,0,2
HG02537,ACB,AFR,0,0,2
HG02035,KHV,EAS,0,0,1
HG03885,STU,SAS,0,0,1
HG03886,STU,SAS,0,0,2
HG03692,STU,SAS,0,0,2
HG03693,STU,SAS,0,0,1
HG03740,STU,SAS,0,0,1
HG03741,STU,SAS,0,0,2
HG03884,STU,SAS,0,0,2
HG03743,STU,SAS,0,0,1
HG03757,STU,SAS,0,0,2
HG03746,STU,SAS,0,0,1
HG03888,STU,SAS,0,0,2
HG03750,STU,SAS,0,0,1
HG03754,STU,SAS,0,0,2
HG03756,STU,SAS,0,0,2
HG03844,STU,SAS,0,0,1
HG04006,STU,SAS,0,0,1
HG03838,STU,SAS,0,0,2
HG03849,STU,SAS,0,0,2
HG03950,STU,SAS,0,0,1
HG03858,STU,SAS,0,0,2
HG03887,STU,SAS,0,0,1
HG03986,STU,SAS,0,0,2
HG02775,PJL,SAS,0,0,2
HG02792,PJL,SAS,0,0,1
HG02793,PJL,SAS,0,0,2
HG03228,PJL,SAS,0,0,1
HG03229,PJL,SAS,0,0,2
HG03624,PJL,SAS,0,0,1
HG03625,PJL,SAS,0,0,2
HG03640,PJL,SAS,0,0,2
HG03649,PJL,SAS,0,0,1
HG03652,PJL,SAS,0,0,1
HG03653,PJL,SAS,0,0,2
HG03705,PJL,SAS,0,0,1
HG03706,PJL,SAS,0,0,2
HG03762,PJL,SAS,0,0,2
HG01593,PJL,SAS,0,0,2
HG02597,PJL,SAS,0,0,1
HG02778,PJL,SAS,0,0,2
HG03021,PJL,SAS,0,0,1
HG03636,PJL,SAS,0,0,1
HG03765,PJL,SAS,0,0,2
HG03767,PJL,SAS,0,0,1
HG01583,PJL,SAS,0,0,1
HG00378,FIN,EUR,0,0,2
HG00379,FIN,EUR,0,0,2
HG00380,FIN,EUR,0,0,2
HG00381,FIN,EUR,0,0,2
HG00382,FIN,EUR,0,0,1
HG00384,FIN,EUR,0,0,2
HG00403,CHS,EAS,0,0,1
HG00404,CHS,EAS,0,0,2
HG01917,PEL,AMR,0,0,1
HG01918,PEL,AMR,0,0,2
HG01892,PEL,AMR,0,0,1
HG01893,PEL,AMR,0,0,2
HG01920,PEL,AMR,0,0,1
HG01921,PEL,AMR,0,0,2
HG01923,PEL,AMR,0,0,1
HG01924,PEL,AMR,0,0,2
HG01926,PEL,AMR,0,0,1
HG01927,PEL,AMR,0,0,2
HG01932,PEL,AMR,0,0,1
HG01933,PEL,AMR,0,0,2
HG01935,PEL,AMR,0,0,1
HG01936,PEL,AMR,0,0,2
HG01938,PEL,AMR,0,0,1
HG01939,PEL,AMR,0,0,2
HG01941,PEL,AMR,0,0,1
HG01942,PEL,AMR,0,0,2
HG01944,PEL,AMR,0,0,1
HG01945,PEL,AMR,0,0,2
HG01947,PEL,AMR,0,0,1
HG01948,PEL,AMR,0,0,2
HG02040,KHV,EAS,0,0,1
HG02047,KHV,EAS,0,0,1
HG02061,KHV,EAS,0,0,1
HG02060,KHV,EAS,0,0,2
HG02064,KHV,EAS,0,0,1
HG02067,KHV,EAS,0,0,1
HG02116,KHV,EAS,0,0,1
HG02131,KHV,EAS,0,0,1
HG02130,KHV,EAS,0,0,2
HG02137,KHV,EAS,0,0,1
HG02136,KHV,EAS,0,0,2
HG02512,KHV,EAS,0,0,1
HG02513,KHV,EAS,0,0,2
HG02521,KHV,EAS,0,0,1
HG02522,KHV,EAS,0,0,2
HG02461,GWD,AFR,0,0,1
HG02462,GWD,AFR,0,0,2
HG02464,GWD,AFR,0,0,1
HG02465,GWD,AFR,0,0,2
HG02561,GWD,AFR,0,0,1
HG02562,GWD,AFR,0,0,2
HG02570,GWD,AFR,0,0,1
HG03896,STU,SAS,0,0,1
HG03898,STU,SAS,0,0,2
HG03900,STU,SAS,0,0,1
HG03943,STU,SAS,0,0,1
HG03713,ITU,SAS,0,0,1
HG03716,ITU,SAS,0,0,1
HG03714,ITU,SAS,0,0,2
HG03717,ITU,SAS,0,0,2
HG03722,ITU,SAS,0,0,2
HG03730,ITU,SAS,0,0,2
HG03727,ITU,SAS,0,0,1
HG03729,ITU,SAS,0,0,1
HG03731,ITU,SAS,0,0,2
HG03771,ITU,SAS,0,0,1
HG03770,ITU,SAS,0,0,2
HG03882,ITU,SAS,0,0,2
HG03781,ITU,SAS,0,0,2
HG03775,ITU,SAS,0,0,1
HG03773,ITU,SAS,0,0,1
HG03772,ITU,SAS,0,0,2
HG03786,ITU,SAS,0,0,1
HG03784,ITU,SAS,0,0,2
HG01586,PJL,SAS,0,0,1
HG01589,PJL,SAS,0,0,1
HG02694,PJL,SAS,0,0,2
HG02731,PJL,SAS,0,0,2
HG02780,PJL,SAS,0,0,1
HG03018,PJL,SAS,0,0,1
HG03019,PJL,SAS,0,0,2
HG03022,PJL,SAS,0,0,2
HG03629,PJL,SAS,0,0,1
HG03631,PJL,SAS,0,0,2
HG03660,PJL,SAS,0,0,1
HG03663,PJL,SAS,0,0,1
HG04158,BEB,SAS,0,0,1
HG04185,BEB,SAS,0,0,1
HG04131,BEB,SAS,0,0,1
HG04134,BEB,SAS,0,0,1
HG04140,BEB,SAS,0,0,1
HG04141,BEB,SAS,0,0,2
HG04173,BEB,SAS,0,0,1
HG04182,BEB,SAS,0,0,1
HG04183,BEB,SAS,0,0,2
HG03821,BEB,SAS,0,0,1
HG00406,CHS,EAS,0,0,1
HG00407,CHS,EAS,0,0,2
HG00419,CHS,EAS,0,0,2
HG00421,CHS,EAS,0,0,1
HG00422,CHS,EAS,0,0,2
HG00428,CHS,EAS,0,0,2
HG00436,CHS,EAS,0,0,1
HG00437,CHS,EAS,0,0,2
HG00457,CHS,EAS,0,0,1
HG00458,CHS,EAS,0,0,2
HG00472,CHS,EAS,0,0,1
HG00473,CHS,EAS,0,0,2
HG00475,CHS,EAS,0,0,1
HG00476,CHS,EAS,0,0,2
HG00478,CHS,EAS,0,0,1
HG00479,CHS,EAS,0,0,2
HG00500,CHS,EAS,0,0,1
HG00513,CHS,EAS,0,0,2
HG00524,CHS,EAS,0,0,1
HG00525,CHS,EAS,0,0,2
HG00530,CHS,EAS,0,0,1
HG00531,CHS,EAS,0,0,2
HG01950,PEL,AMR,0,0,1
HG01951,PEL,AMR,0,0,2
HG01953,PEL,AMR,0,0,1
HG01954,PEL,AMR,0,0,2
HG01967,PEL,AMR,0,0,1
HG01968,PEL,AMR,0,0,2
HG01970,PEL,AMR,0,0,1
HG01971,PEL,AMR,0,0,2
HG01974,PEL,AMR,0,0,1
HG01973,PEL,AMR,0,0,2
HG01977,PEL,AMR,0,0,1
HG01976,PEL,AMR,0,0,2
HG01979,PEL,AMR,0,0,1
HG01980,PEL,AMR,0,0,2
HG01991,PEL,AMR,0,0,1
HG01992,PEL,AMR,0,0,2
HG02008,PEL,AMR,0,0,1
HG01997,PEL,AMR,0,0,2
HG02002,PEL,AMR,0,0,1
HG02003,PEL,AMR,0,0,2
HG02090,PEL,AMR,0,0,1
HG02089,PEL,AMR,0,0,2
HG02571,GWD,AFR,0,0,2
HG02573,GWD,AFR,0,0,1
HG02574,GWD,AFR,0,0,2
HG02582,GWD,AFR,0,0,1
HG02583,GWD,AFR,0,0,2
HG02585,GWD,AFR,0,0,1
HG02586,GWD,AFR,0,0,2
HG02588,GWD,AFR,0,0,1
HG02589,GWD,AFR,0,0,2
HG02594,GWD,AFR,0,0,1
HG02595,GWD,AFR,0,0,2
HG02613,GWD,AFR,0,0,1
HG02614,GWD,AFR,0,0,2
HG02620,GWD,AFR,0,0,1
HG02621,GWD,AFR,0,0,2
HG02623,GWD,AFR,0,0,1
HG02624,GWD,AFR,0,0,2
HG02628,GWD,AFR,0,0,1
HG02629,GWD,AFR,0,0,2
HG02642,GWD,AFR,0,0,1
HG02643,GWD,AFR,0,0,2
HG02645,GWD,AFR,0,0,1
HG03787,ITU,SAS,0,0,2
HG03788,ITU,SAS,0,0,1
HG03789,ITU,SAS,0,0,2
HG03864,ITU,SAS,0,0,1
HG03869,ITU,SAS,0,0,1
HG03862,ITU,SAS,0,0,2
HG03874,ITU,SAS,0,0,2
HG03978,ITU,SAS,0,0,1
HG03971,ITU,SAS,0,0,1
HG03974,ITU,SAS,0,0,1
HG03976,ITU,SAS,0,0,1
HG03973,ITU,SAS,0,0,2
HG04002,ITU,SAS,0,0,1
HG04017,ITU,SAS,0,0,1
HG04026,ITU,SAS,0,0,2
HG02439,ACB,AFR,0,0,1
HG02455,ACB,AFR,0,0,1
HG02476,ACB,AFR,0,0,2
HG02477,ACB,AFR,0,0,2
HG02481,ACB,AFR,0,0,1
HG02501,ACB,AFR,0,0,1
HG02502,ACB,AFR,0,0,2
HG03922,BEB,SAS,0,0,2
HG04180,BEB,SAS,0,0,2
HG03600,BEB,SAS,0,0,1
HG03603,BEB,SAS,0,0,1
HG03604,BEB,SAS,0,0,2
HG03611,BEB,SAS,0,0,2
HG03917,BEB,SAS,0,0,1
HG03920,BEB,SAS,0,0,1
HG04144,BEB,SAS,0,0,2
HG04152,BEB,SAS,0,0,1
HG04153,BEB,SAS,0,0,2
HG04161,BEB,SAS,0,0,1
HG04162,BEB,SAS,0,0,2
HG04164,BEB,SAS,0,0,1
HG04171,BEB,SAS,0,0,2
HG04176,BEB,SAS,0,0,1
HG04177,BEB,SAS,0,0,2
HG04188,BEB,SAS,0,0,1
HG04189,BEB,SAS,0,0,2
HG04194,BEB,SAS,0,0,1
HG04195,BEB,SAS,0,0,2
HG03995,STU,SAS,0,0,2
HG00533,CHS,EAS,0,0,1
HG00534,CHS,EAS,0,0,2
HG00536,CHS,EAS,0,0,1
HG00537,CHS,EAS,0,0,2
HG00542,CHS,EAS,0,0,1
HG00543,CHS,EAS,0,0,2
HG00553,PUR,AMR,0,0,1
HG00554,PUR,AMR,0,0,2
HG00556,CHS,EAS,0,0,1
HG00557,CHS,EAS,0,0,2
HG00559,CHS,EAS,0,0,1
HG00560,CHS,EAS,0,0,2
HG00565,CHS,EAS,0,0,1
HG00566,CHS,EAS,0,0,2
HG00580,CHS,EAS,0,0,1
HG00581,CHS,EAS,0,0,2
HG00583,CHS,EAS,0,0,1
HG00584,CHS,EAS,0,0,2
HG00589,CHS,EAS,0,0,1
HG00590,CHS,EAS,0,0,2
HG00592,CHS,EAS,0,0,1
HG00593,CHS,EAS,0,0,2
HG02104,PEL,AMR,0,0,1
HG02105,PEL,AMR,0,0,2
HG02017,KHV,EAS,0,0,1
HG02016,KHV,EAS,0,0,2
HG02020,KHV,EAS,0,0,1
HG02019,KHV,EAS,0,0,2
HG02023,KHV,EAS,0,0,1
HG02026,KHV,EAS,0,0,1
HG02025,KHV,EAS,0,0,2
HG02029,KHV,EAS,0,0,1
HG02028,KHV,EAS,0,0,2
HG02058,KHV,EAS,0,0,1
HG02057,KHV,EAS,0,0,2
HG02070,KHV,EAS,0,0,1
HG02069,KHV,EAS,0,0,2
HG02073,KHV,EAS,0,0,1
HG02072,KHV,EAS,0,0,2
HG02076,KHV,EAS,0,0,1
HG02075,KHV,EAS,0,0,2
HG02079,KHV,EAS,0,0,1
HG02078,KHV,EAS,0,0,2
HG02082,KHV,EAS,0,0,1
HG02646,GWD,AFR,0,0,2
HG02666,GWD,AFR,0,0,1
HG02667,GWD,AFR,0,0,2
HG02675,GWD,AFR,0,0,1
HG02676,GWD,AFR,0,0,2
HG02678,GWD,AFR,0,0,1
HG02679,GWD,AFR,0,0,2
HG02702,GWD,AFR,0,0,1
HG02703,GWD,AFR,0,0,2
HG02721,GWD,AFR,0,0,1
HG02722,GWD,AFR,0,0,2
HG02490,PJL,SAS,0,0,1
HG02491,PJL,SAS,0,0,2
HG02600,PJL,SAS,0,0,1
HG02601,PJL,SAS,0,0,2
HG02603,PJL,SAS,0,0,1
HG02604,PJL,SAS,0,0,2
HG02654,PJL,SAS,0,0,1
HG02655,PJL,SAS,0,0,2
HG02657,PJL,SAS,0,0,1
HG02658,PJL,SAS,0,0,2
HG02660,PJL,SAS,0,0,1
HG02505,ACB,AFR,0,0,2
HG02536,ACB,AFR,0,0,1
HG02541,ACB,AFR,0,0,1
HG02545,ACB,AFR,0,0,1
HG02546,ACB,AFR,0,0,2
HG02549,ACB,AFR,0,0,2
HG02554,ACB,AFR,0,0,1
HG02555,ACB,AFR,0,0,2
HG02557,ACB,AFR,0,0,1
HG02558,ACB,AFR,0,0,2
HG02577,ACB,AFR,0,0,2
HG02580,ACB,AFR,0,0,2
HG01088,PUR,AMR,0,0,1
HG01089,PUR,AMR,0,0,2
HG01302,PUR,AMR,0,0,1
HG01303,PUR,AMR,0,0,2
HG01311,PUR,AMR,0,0,1
HG01312,PUR,AMR,0,0,2
HG01323,PUR,AMR,0,0,2
HG01325,PUR,AMR,0,0,1
HG01326,PUR,AMR,0,0,2
HG01392,PUR,AMR,0,0,1
HG03899,STU,SAS,0,0,1
HG03951,STU,SAS,0,0,2
HG03857,STU,SAS,0,0,2
HG03854,STU,SAS,0,0,1
HG04100,STU,SAS,0,0,1
HG04210,STU,SAS,0,0,1
HG04075,STU,SAS,0,0,2
HG04229,STU,SAS,0,0,1
HG04227,STU,SAS,0,0,2
HG03945,STU,SAS,0,0,2
HG03955,STU,SAS,0,0,2
HG03990,STU,SAS,0,0,1
HG03991,STU,SAS,0,0,1
HG03985,STU,SAS,0,0,1
HG03989,STU,SAS,0,0,2
HG03998,STU,SAS,0,0,1
HG04003,STU,SAS,0,0,1
HG04038,STU,SAS,0,0,2
HG04039,STU,SAS,0,0,1
HG04047,STU,SAS,0,0,2
HG04107,STU,SAS,0,0,1
HG04106,STU,SAS,0,0,2
HG00595,CHS,EAS,0,0,1
HG00596,CHS,EAS,0,0,2
HG00607,CHS,EAS,0,0,1
HG00608,CHS,EAS,0,0,2
HG00610,CHS,EAS,0,0,1
HG00611,CHS,EAS,0,0,2
HG00613,CHS,EAS,0,0,1
HG00614,CHS,EAS,0,0,2
HG00619,CHS,EAS,0,0,1
HG00620,CHS,EAS,0,0,2
HG00625,CHS,EAS,0,0,1
HG00626,CHS,EAS,0,0,2
HG00628,CHS,EAS,0,0,1
HG00629,CHS,EAS,0,0,2
HG00634,CHS,EAS,0,0,1
HG00637,PUR,AMR,0,0,1
HG00638,PUR,AMR,0,0,2
HG00640,PUR,AMR,0,0,1
HG00641,PUR,AMR,0,0,2
HG00650,CHS,EAS,0,0,1
HG00651,CHS,EAS,0,0,2
HG00653,CHS,EAS,0,0,1
HG02081,KHV,EAS,0,0,2
HG02085,KHV,EAS,0,0,1
HG02084,KHV,EAS,0,0,2
HG02134,KHV,EAS,0,0,1
HG02133,KHV,EAS,0,0,2
HG01841,KHV,EAS,0,0,2
HG01595,KHV,EAS,0,0,2
HG01596,KHV,EAS,0,0,1
HG01597,KHV,EAS,0,0,2
HG01598,KHV,EAS,0,0,2
HG01599,KHV,EAS,0,0,2
HG01600,KHV,EAS,0,0,2
HG01840,KHV,EAS,0,0,1
HG01842,KHV,EAS,0,0,1
HG01843,KHV,EAS,0,0,2
HG01844,KHV,EAS,0,0,1
HG01845,KHV,EAS,0,0,2
HG01846,KHV,EAS,0,0,1
HG01847,KHV,EAS,0,0,2
HG01848,KHV,EAS,0,0,2
HG01849,KHV,EAS,0,0,1
HG01850,KHV,EAS,0,0,2
HG02661,PJL,SAS,0,0,2
HG02684,PJL,SAS,0,0,1
HG02685,PJL,SAS,0,0,2
HG02687,PJL,SAS,0,0,1
HG02688,PJL,SAS,0,0,2
HG02696,PJL,SAS,0,0,1
HG02697,PJL,SAS,0,0,2
HG02733,PJL,SAS,0,0,1
HG02734,PJL,SAS,0,0,2
HG02610,GWD,AFR,0,0,1
HG02611,GWD,AFR,0,0,2
HG02634,GWD,AFR,0,0,1
HG02635,GWD,AFR,0,0,2
HG02715,GWD,AFR,0,0,1
HG02716,GWD,AFR,0,0,2
HG02768,GWD,AFR,0,0,1
HG02769,GWD,AFR,0,0,2
HG02771,GWD,AFR,0,0,1
HG02772,GWD,AFR,0,0,2
HG02798,GWD,AFR,0,0,1
HG02799,GWD,AFR,0,0,2
HG02804,GWD,AFR,0,0,1
HG01393,PUR,AMR,0,0,2
HG01395,PUR,AMR,0,0,1
HG01396,PUR,AMR,0,0,2
HG01402,PUR,AMR,0,0,1
HG01403,PUR,AMR,0,0,2
HG01413,PUR,AMR,0,0,1
HG01414,PUR,AMR,0,0,2
HG00742,PUR,AMR,0,0,1
HG00743,PUR,AMR,0,0,2
HG01058,PUR,AMR,0,0,2
HG01063,PUR,AMR,0,0,1
HG01064,PUR,AMR,0,0,2
HG01077,PUR,AMR,0,0,2
HG01092,PUR,AMR,0,0,2
HG01161,PUR,AMR,0,0,1
HG01162,PUR,AMR,0,0,2
HG01164,PUR,AMR,0,0,1
HG01200,PUR,AMR,0,0,1
HG01286,PUR,AMR,0,0,1
HG01305,PUR,AMR,0,0,1
HG01308,PUR,AMR,0,0,1
HG01398,PUR,AMR,0,0,1
HG03774,ITU,SAS,0,0,2
HG04001,ITU,SAS,0,0,2
HG03866,ITU,SAS,0,0,1
HG03969,ITU,SAS,0,0,1
HG04023,ITU,SAS,0,0,1
HG04060,ITU,SAS,0,0,1
HG04090,ITU,SAS,0,0,2
HG04056,ITU,SAS,0,0,1
HG04054,ITU,SAS,0,0,2
HG04061,ITU,SAS,0,0,1
HG04062,ITU,SAS,0,0,2
HG04059,ITU,SAS,0,0,2
HG04076,ITU,SAS,0,0,2
HG04080,ITU,SAS,0,0,1
HG04094,ITU,SAS,0,0,1
HG04096,ITU,SAS,0,0,1
HG04098,ITU,SAS,0,0,1
HG03778,ITU,SAS,0,0,1
HG04209,ITU,SAS,0,0,2
HG04198,ITU,SAS,0,0,1
HG04200,ITU,SAS,0,0,2
HG04206,ITU,SAS,0,0,1
HG00654,CHS,EAS,0,0,2
HG00656,CHS,EAS,0,0,1
HG00657,CHS,EAS,0,0,2
HG00662,CHS,EAS,0,0,1
HG00663,CHS,EAS,0,0,2
HG00671,CHS,EAS,0,0,1
HG00672,CHS,EAS,0,0,2
HG00683,CHS,EAS,0,0,1
HG00684,CHS,EAS,0,0,2
HG00689,CHS,EAS,0,0,1
HG00690,CHS,EAS,0,0,2
HG00692,CHS,EAS,0,0,1
HG00693,CHS,EAS,0,0,2
HG00698,CHS,EAS,0,0,1
HG00699,CHS,EAS,0,0,2
HG00701,CHS,EAS,0,0,1
HG00704,CHS,EAS,0,0,1
HG00705,CHS,EAS,0,0,2
HG00707,CHS,EAS,0,0,1
HG00708,CHS,EAS,0,0,2
HG00717,CHS,EAS,0,0,2
HG00731,PUR,AMR,0,0,1
HG01851,KHV,EAS,0,0,2
HG01852,KHV,EAS,0,0,1
HG01853,KHV,EAS,0,0,2
HG01855,KHV,EAS,0,0,2
HG01857,KHV,EAS,0,0,2
HG01858,KHV,EAS,0,0,2
HG01859,KHV,EAS,0,0,2
HG01860,KHV,EAS,0,0,1
HG01861,KHV,EAS,0,0,1
HG01862,KHV,EAS,0,0,2
HG01863,KHV,EAS,0,0,2
HG01864,KHV,EAS,0,0,1
HG01865,KHV,EAS,0,0,1
HG01866,KHV,EAS,0,0,1
HG01867,KHV,EAS,0,0,1
